ticker    ,sector                ,region                     ,current_ratio_score,quick_ratio_score,cash_ratio_score,debt_equity_score  ,debt_assets_score   ,interest_coverage_score,leverage_liquidity_score,leverage_grade
MTX       ,Materials             ,United States and Canada   ,50.0               ,50.0             ,50.0            ,80.85090474054135  ,62.27054421167389   ,0.0                    ,48.6                    ,D
KSS       ,Consumer Discretionary,United States and Canada   ,50.0               ,50.0             ,50.0            ,37.23478870769771  ,34.00140128328049   ,0.0                    ,34.2                    ,F
ALKT      ,Information Technology,United States and Canada   ,50.0               ,50.0             ,50.0            ,98.27745567599362  ,94.7259193194292    ,45.04225352112676      ,67.6                    ,B
HRMY      ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,90.82606387013578  ,77.30559447558048   ,0.0                    ,53.6                    ,C
SM        ,Energy                ,United States and Canada   ,50.0               ,50.0             ,50.0            ,77.64231287829084  ,58.57852424897834   ,0.0                    ,47.2                    ,D
TNK       ,Energy                ,Latin America and Caribbean,50.0               ,50.0             ,50.0            ,98.81794806106667  ,96.05553782478964   ,0.0                    ,59.0                    ,C
VAC       ,Consumer Discretionary,United States and Canada   ,50.0               ,50.0             ,50.0            ,27.365833674723472 ,32.21095024469821   ,0.0                    ,31.9                    ,F
HUN       ,Materials             ,United States and Canada   ,50.0               ,50.0             ,50.0            ,76.42533459795553  ,60.69370255833568   ,0.0                    ,47.4                    ,D
PRGO      ,Health Care           ,Europe                     ,50.0               ,50.0             ,50.0            ,70.50284761772467  ,50.476538449578655  ,0.0                    ,44.2                    ,D
ZLAB      ,Health Care           ,Asia / Pacific             ,50.0               ,50.0             ,50.0            ,93.91643873627461  ,83.82142104153489   ,100.0                  ,75.5                    ,B
MGNI      ,Communication Services,United States and Canada   ,50.0               ,50.0             ,50.0            ,73.58352208134824  ,73.34242338261927   ,0.0                    ,49.4                    ,D
PRKS      ,Consumer Discretionary,United States and Canada   ,50.0               ,50.0             ,50.0            ,100.0              ,0.0                 ,0.0                    ,40.0                    ,D
KALU      ,Materials             ,United States and Canada   ,50.0               ,50.0             ,50.0            ,45.683632734530946 ,41.22316298760206   ,0.0                    ,37.4                    ,D
AORT      ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,56.28047308713493  ,42.61500443543278   ,0.0                    ,39.8                    ,D
CEU       ,Energy                ,United States and Canada   ,50.0               ,50.0             ,50.0            ,82.11883111150348  ,64.53138133931074   ,0.0                    ,49.3                    ,D
CURA      ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,64.34028931235467  ,54.96246872393662   ,0.0                    ,43.9                    ,D
RUM       ,Communication Services,United States and Canada   ,50.0               ,50.0             ,50.0            ,100.0              ,98.84798525421125   ,50.0                   ,69.8                    ,B
WINE      ,Consumer Staples      ,Europe                     ,50.0               ,50.0             ,50.0            ,82.44069159630077  ,64.53053931124106   ,0.0                    ,49.4                    ,D
SGRY      ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,65.95327171361502  ,41.17553865652725   ,0.0                    ,41.4                    ,D
PLAB      ,Information Technology,United States and Canada   ,50.0               ,50.0             ,50.0            ,99.87562422656424  ,99.58715011665088   ,0.0                    ,59.9                    ,C
ARCB      ,Industrials           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,89.51378110512594  ,78.72808912924482   ,0.0                    ,53.6                    ,C
WS        ,Materials             ,United States and Canada   ,50.0               ,50.0             ,50.0            ,93.65834655090853  ,85.47889693138954   ,0.0                    ,55.8                    ,C
ODD       ,Consumer Staples      ,Africa / Middle East       ,50.0               ,50.0             ,50.0            ,97.31845554374779  ,93.53183102442581   ,50.0                   ,68.2                    ,B
PRDO      ,Consumer Discretionary,United States and Canada   ,50.0               ,50.0             ,50.0            ,95.43044931251781  ,86.70808306993362   ,0.0                    ,56.4                    ,C
ALPM      ,Industrials           ,Europe                     ,50.0               ,50.0             ,50.0            ,92.61967254093238  ,83.56800979519146   ,0.0                    ,55.2                    ,C
SEDG      ,Information Technology,Africa / Middle East       ,50.0               ,50.0             ,50.0            ,61.482415367945656 ,63.84638050338377   ,100.0                  ,65.1                    ,B
IMAX      ,Communication Services,United States and Canada   ,50.0               ,50.0             ,50.0            ,75.48804456078193  ,58.13463391136801   ,0.0                    ,46.7                    ,D
NEOG      ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,85.28634077650372  ,66.81502334603233   ,2.745868601370415      ,51.0                    ,C
SLVM      ,Materials             ,United States and Canada   ,50.0               ,50.0             ,50.0            ,65.72215663124754  ,58.18932411674347   ,0.0                    ,44.8                    ,D
OSW       ,Consumer Discretionary,Latin America and Caribbean,50.0               ,50.0             ,50.0            ,93.22272317403066  ,81.1198788885614    ,0.0                    ,54.9                    ,C
UFPT      ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,79.96362858365426  ,59.0560413354531    ,0.0                    ,47.8                    ,D
NUVB      ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,99.35962396774403  ,97.9399034459797    ,100.0                  ,79.5                    ,B
LMAT      ,Health Care           ,United States and Canada   ,50.0               ,50.0             ,50.0            ,81.64882840681116  ,57.93691783552608   ,0.0                    ,47.9                    ,D
